round,title,src,description,description_wc,thumbnail,redirect,Year
0,Q-Tip Making A Beat With a Record Needle,Q-Tip,"In this video, Q-Tip, the legendary rapper and producer from A Tribe Called Quest, showcases his exceptional skills in the studio while mixing Bobby Rush's funky 1971 track ""Chicken Heads."" Known for his innovative production techniques and deep roots in hip hop culture, Q-Tip elevates the already impressive song to new heights through his mastery of looping. With years of experience in the music industry, Q-Tip's expertise shines through as he seamlessly manipulates the track, creating a mesmerizing and infectious groove. The video captures the essence of pure hip hop, with Q-Tip effortlessly multitasking - conversing, giving dap, and maintaining perfect timing with the needle drops. His dedication to the craft and his ability to enhance the original material is a testament to his status as a true pioneer in the genre. As a founding member of A Tribe Called Quest, Q-Tip's influence on hip hop cannot be overstated, and this video serves as a reminder of his enduring legacy. Witnessing his creative process in action is a rare and inspiring glimpse into the mind of a hip hop icon.

",179,./thumbnail/q-tip-mix.jpg,https://youtu.be/3nQrzxwhTos?si=0KfdVpzrrf93TzTi,2009
0,Who were the Diggers?,The Diggers Archive,"The Digger Archives is a web-based project dedicated to preserving and presenting the history of the Diggers, an anarchist guerrilla street theater group that significantly influenced the counterculture of the 1960s in San Francisco's Haight-Ashbury. Named after the original English Diggers of the 17th century, who advocated for a society free from private property and commerce, the San Francisco Diggers emerged from the city's bohemian art scene and the New Left, civil rights, and peace movements. The group's activities included distributing free food in the park, operating Free Stores, and staging street theater performances and art happenings to promote their vision of a ""Free City."" The Diggers coined popular counterculture slogans such as ""Do your own thing"" and ""Today is the first day of the rest of your life,"" and were early proponents of whole wheat bread, free medical clinics, and communal celebrations of natural events. As self-described ""life actors,"" the Diggers used the streets and parks of San Francisco as their stage, creating iconic events that marked the evolution of the hippie phenomenon and left an indelible mark on American and world culture.
",183,./thumbnail/sf-diggers.jpg,https://www.diggers.org/overview.htm,1969
0,Center for Nonlinear Studies,Los Alamos National Laboratory,"The Center for Nonlinear Studies (CNLS), established in 1980 as part of the Los Alamos National Laboratory's Theoretical Division, is dedicated to the study of nonlinear and complex systems phenomena. The center's mission is to foster interdisciplinary research by employing a diverse set of approaches and methodologies, including statistical physics, nonlinear science, applied mathematics, and numerical simulation. CNLS aims to promote the application of scientific results in applied research and stimulate the formation of interdisciplinary approaches to tackle complex problems. By facilitating the exchange of ideas and scientific results between Laboratory scientists and external centers of excellence, CNLS encourages the exploration of new scientific frontiers at the interface of traditional disciplines. The center's research activities support a wide range of interdisciplinary science that underpins the Laboratory's mission in national security. Through its focus on nonlinear and complex systems, CNLS contributes to the advancement of scientific understanding and the development of innovative solutions to real-world problems. The center's commitment to interdisciplinary collaboration and its diverse research methodologies position it at the forefront of scientific discovery in this vital and rapidly evolving field.

",180,./thumbnail/nonlinear-studies.jpg,https://cnls.lanl.gov/External/,1980
0,Profile: The founder of Teenage Engineering opens up to his creative space,Scandinavian MIND,"Jesper Kouthoofd, the visionary founder of the music-tech company Teenage Engineering, has come a long way from his initial vision of living in a one-room apartment with limited finances. The Swedish entrepreneur, who began his career in the advertising industry, has transformed his passion for music and technology into a thriving business venture. Teenage Engineering, known for its innovative and stylish synthesizers, audio products, and unique collaborations, has garnered a devoted following among musicians and music enthusiasts worldwide. Despite his success, Kouthoofd remains grounded and invited an exclusive audience into his 18th-century house in Stockholm, offering a glimpse into his creative space and personal life. The juxtaposition of the historical setting and the cutting-edge technology created by Teenage Engineering serves as a testament to Kouthoofd's ability to blend tradition with innovation. His journey from humble beginnings to becoming a prominent figure in the music-tech industry showcases the power of perseverance, creativity, and the pursuit of one's passions. Kouthoofd's story inspires aspiring entrepreneurs and highlights the potential for success when combining a strong vision with hard work and a dedication to pushing boundaries in their chosen field.

",185,./thumbnail/jesper-teenage-eng.jpg,https://scandinavianmind.com/feature/human-touch-interview-jesper-kouthoofd-teenage-engineering,2023
0,Continuous Monument,Cristiano Toraldo di Francia,"In 1969-70, Studio Cristiano Toraldo di Francia developed a groundbreaking architectural concept called ""The Continuous Monument,"" which pushed the boundaries of the classical conception of the relationship between nature and architecture. Through the use of the rhetorical device ""demonstratio per absurdum"" (demonstration by absurdity), the studio created a model of total urbanization that challenged the traditional opposition between city and country. The Continuous Monument, presented through a series of photomontages, proposed a new relationship of hybridization and alliance between the natural and the artificial. This critical project took the modern distinction between these two elements to its extreme, opening the way for a new hybrid philosophy that blends architecture and nature into a single design. The studio argued that the only possibility for architecture lies in its monumental extension, removing considerations of spatial quality, functional destination, or sensibility. Rather than simulating a future situation, The Continuous Monument serves as a mental paradox, a ""negative"" and unbuildable project that critically examines the relationship between architecture and its environment. This thought-provoking concept challenges conventional notions of urban development and invites a reimagining of the built environment's relationship with the natural world.

",188,./thumbnail/continuous-monument.jpg,https://www.cristianotoraldodifrancia.it/continuous-monument/,1970
0,Steve Jobs Lecture at Center for Design Innovation,Steve Jobs,"In a recently discovered recording from 1983, Apple co-founder Steve Jobs delivers a remarkable speech at the International Design Conference in Aspen (IDCA), where he shares his insights on the future of communication and technology. The 54-minute recording reveals Jobs' visionary thoughts on the advancement of electronic mail, portable computers with radio links, and the evolution of communication mediums. Jobs emphasizes the importance of asynchronous communication, exemplified by email, which allows recipients to read messages at their convenience. He also foresees the possibility of people walking around while receiving transmissions, a concept that has become a reality with modern smartphones. Jobs highlights the role of computers as a medium and the adjustment period that accompanies the evolution of new mediums, drawing parallels to the early days of television. Notably, he describes an experiment by MIT in Aspen, Colorado, involving a truck-mounted camera that photographed every street and intersection, creating an electronic map similar to modern-day Google Street View. Jobs' speech showcases his remarkable foresight and understanding of the potential impact of technology on communication and daily life, cementing his legacy as a visionary in the field of computing and innovation.
",189,./thumbnail/jobs-idca.jpg,https://soundcloud.com/mbtech_1434547055436/talk-by-steven-jobs-idca-1983,1983
0,The City is not a Tree,Christopher Alexander,"Christopher Alexander explores the fundamental differences between naturally evolved cities and artificially designed cities, drawing upon the abstract concepts of the tree and the semilattice. The author argues that the essential ingredient missing from artificial cities is the complex, interconnected nature of living systems, which cannot be adequately represented by the simplistic tree structure. Instead, the city should be understood as a receptacle for life, comprising a multitude of overlapping and interrelated subsets that form a coherent whole. The author illustrates this idea through the example of a drugstore, traffic light, and newsrack, which together form a fixed unit within the larger, dynamic system of the city. The author contends that the human mind tends to gravitate towards the tree structure for its simplicity, but this approach ultimately fails to capture the richness and vitality of urban life. By imposing a tree-like structure upon the city, planners and designers risk severing the intricate strands of life that give the city its unique character and vibrancy. The author concludes by asserting that cities must be conceived as complex, interconnected systems, lest they become sterile and lifeless.

",184,./thumbnail/city-not-tree.jpg,https://www.patternlanguage.com/archive/cityisnotatree.html,1964
0,Excavating AI,"Kate Crawford, Trevor Paglen","Troubling aspects of ImageNet, one of the most widely used datasets for training artificial intelligence systems. While the dataset initially appears to be a straightforward collection of innocuous images, a closer examination reveals a disturbing pattern of biased and offensive labels attached to photographs of people. The author highlights several examples, such as a woman in a bikini labeled as a ""slut,"" a young man drinking beer classified as an ""alcoholic,"" and a child wearing sunglasses described as a ""failure."" These labels raise serious questions about the origins of the images, the motivations behind the categorizations, and the political and ethical implications of using such datasets to train AI systems. The author emphasizes the need to critically examine the processes by which images are paired with labels and the potential consequences of perpetuating biases and stereotypes through machine learning. The article serves as a wake-up call, prompting readers to consider the broader societal impact of AI development and the importance of addressing bias and discrimination in the creation and use of training datasets. The author's investigation into ImageNet underscores the urgent need for greater transparency, accountability, and ethical considerations in the field of artificial intelligence.

",194,./thumbnail/excavating-ai.jpg,https://excavating.ai/,2020
0,Prosthetic Knowledge,Anonymous Blog,"Dive into the realm of experimental neural network research and innovation within computer vision through this defunct yet pioneering Tumblr blog from the 2010s. Before the widespread cultural embrace of artificial intelligence and computer vision, this platform served as a beacon for enthusiasts and experts alike, showcasing avant-garde projects and research findings. Fueled by a passion for pushing the boundaries of visual perception, the creators of this blog were visionaries in their field.

Their posts provided a glimpse into the forefront of AI-driven visual understanding, where neural networks were employed to decode and interpret complex visual data. Through a blend of research papers, DIY experiments, and community collaboration, this blog fostered a vibrant ecosystem of exploration and discovery.

Although the blog is now dormant, its legacy as a pioneering hub for experimental neural network research lives on. It stands as a testament to the ingenuity and dedication of its creators, who paved the way for the advancements that have since reshaped the landscape of computer vision.

Rediscover the spirit of innovation and exploration that defined this era of neural network experimentation, as we delve into the insights and breakthroughs that continue to inspire the field of computer vision today.",195,./thumbnail/prosthetic-knowledge.jpg,https://prostheticknowledge.tumblr.com/,2017
0,"The Green City As Thriving City: Implications for Local Economic Development
",Peter Berg,"This article explores the urgent need to reassess urban design principles in light of the ecological maxim, ""everything is connected to everything else,"" popularized during the 1968 French student protests. The author argues that traditional urban design has relied on the unsustainable assumptions of cheap energy and negligible waste disposal costs, leading to inefficient and globally interconnected systems. The article highlights the absurdities of global supply chains, exemplified by the anecdote of a plastic-wrapped toothpick from Japan found in a Minnesota restaurant, and the challenges of waste management, as evidenced by Washington, D.C.'s failed attempt to export waste to Haiti. The author contends that globalization, originally envisioned as a means to enhance security, has instead perpetuated cycles of dependency and escalated global tensions. However, the article suggests that the landscape is shifting, with environmental movements successfully internalizing the true costs of production and waste. The author proposes a transition towards local self-reliance as a viable alternative, promising ecological sustainability, community resilience, and enhanced decision-making processes. Achieving this vision requires political will and a reevaluation of societal priorities, redefining economic development as a means to an end and embracing a more sustainable and equitable future.
",193,./thumbnail/green-city-berg.jpg,https://planetdrum.org/the-green-city-as-thriving-city-implications-for-local-economic-development/,1988
0,Ways of Seeing: Episode 1,John Berger,"""Ways of Seeing"" is a seminal four-part BBC television series created by renowned writer John Berger and producer Mike Dibb in 1972. The BAFTA award-winning series, which quickly gained recognition as one of the most influential art programmes ever made, examines the impact of photography on our appreciation of art from the past and challenges traditional Western cultural aesthetics. Berger's thought-provoking scripts, later adapted into a book of the same name, raise critical questions about the hidden ideologies embedded in visual images. The series serves as a partial response to Kenneth Clark's ""Civilisation"" series, which represents a more traditionalist view of the Western artistic and cultural canon. In the first programme, Berger delves into the transformative effect of photography on our understanding and perception of art from previous eras. Through his incisive analysis and unconventional approach, Berger encourages viewers to question the assumptions and biases inherent in the way we consume and interpret visual culture. ""Ways of Seeing"" stands as a groundbreaking work that has had a profound impact on the fields of art criticism, media studies, and cultural theory, inspiring generations of scholars, artists, and viewers to critically engage with the images that surround us.
",195,./thumbnail/ways-of-seeing-1.jpg,https://youtu.be/0pDE4VX_9Kk?si=54u5jqDuiG_faay6,1972
0,A Metamorphosis for Cities: From Gray to Green,Peter Berg,"Reimagining Cities as Sustainable, Self-Reliant Entities Within Local Bioregions: Urgent need for a paradigm shift in urban development, as the rapid transition from rural to urban living has led to unsustainable cities that encroach upon and destroy natural habitats. The author argues for reconceiving cities as self-reliant, sustainable entities that prioritize their connection to and reciprocity with natural systems, adapting human needs to local conditions. The article explores various measures to achieve urban sustainability, including promoting small-scale agriculture, conserving water, reducing transportation costs, and encouraging community-supported agriculture. Additionally, the author emphasizes the importance of renewable energy conversion, suitable transportation development, extensive recycling, and neighborhood empowerment. A comprehensive Green City Program is proposed to integrate these initiatives and ensure a high quality of life for urban residents while harmonizing with local bioregions. The article highlights the role of decentralized governance, community participation, and the celebration of life-place vitality in fostering sustainable urban development. The author calls upon city-dwellers to become ""urban pioneers,"" leading the way in transforming urban landscapes and aligning their lives with sustainability principles. Ultimately, the article advocates for a holistic approach that addresses environmental, social, and economic aspects of urban life to create vibrant, resilient, and livable cities for current and future generations.",204,./thumbnail/metamorphosis-berg.jpg,https://planetdrum.org/a-metamorphosis-for-cities-from-gray-to-green/,1995
0,Malleable software in the age of LLMs,Geoffrey Lint,"This article explores the potential impact of Large Language Models (LLMs) on the creation and use of software. While acknowledging that LLMs will undoubtedly make skilled professional developers more productive, as evidenced by tools like GitHub Copilot, the author argues that focusing solely on this narrow use case risks overlooking the potential for more significant changes in the way software is produced and distributed. The article posits that LLMs will enable a step change in end-user programming, allowing all computer users to develop small software tools from scratch and request modifications to existing software without requiring complex programming skills. This shift could lead to several surprising changes in software usage, including the proliferation of one-off scripts and GUI applications tailored to specific tasks, an increase in custom in-house software development, greater demand for extensibility and modding capabilities in existing software, and the recombination of features from different applications to create new hybrids. The author suggests that these changes go beyond simply accelerating the current software production process, as they would fundamentally alter when software is created, by whom, and for what purpose, potentially leading to a more democratized and user-centric software landscape.
",191,./thumbnail/malleable-geoffrey.jpg,https://www.geoffreylitt.com/2023/03/25/llm-end-user-programming.html,2023
0,Center for Land Use Interpretation,,"The Center for Land Use Interpretation (CLUI), founded in 1994, is a research and education organization dedicated to understanding the nature and extent of human interaction with the Earth's surface and uncovering new meanings in the intentional and incidental forms that humans create individually and collectively. The organization views the manmade landscape as a cultural inscription that can be read to better understand who we are and what we are doing. CLUI produces a wide range of public programs, including exhibits on land use displayed in its own network of facilities and public institutions across the United States and overseas. The Center also publishes books and periodicals, conducts public tours, and hosts lectures, with a significant focus on engaging its online audience through freely accessible databases and archives. CLUI aims to stimulate discussion, thought, and general interest in the contemporary landscape by integrating the many approaches to land use into a single vision that illustrates the common ground in ""land use"" debates. The organization emphasizes the multiplicity of points of view regarding the utilization of terrestrial and geographic resources, maintaining a neutral stance as neither an environmental group nor an industry-affiliated organization.

",191,./thumbnail/clui.jpg,https://clui.org/projects,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
,,,,,./thumbnail/,,
